userId,movieId,rating,timestamp
1,15,3.5,1154259613
1,4,2.0,1020109790
1,95,5.0,1150334046
1,36,1.0,1196862239
1,32,1.0,1698908548
1,29,2.0,1072945513
1,18,4.0,1572461940
1,14,2.5,922949470
1,87,5.0,1195366596
1,70,1.0,1103716176
1,12,4.0,1453048926
1,76,4.5,1177221052
1,55,3.0,1545446652
1,5,1.0,1498944486
1,99,1.5,1099646355
1,90,5.0,1038875710
1,28,4.5,1197075829
1,30,2.0,1471479371
1,65,4.5,963566906
1,78,2.0,1013874859
1,86,3.5,1542492223
1,72,4.5,1484741098
1,26,1.0,1470721144
1,91,1.5,1571812341
1,54,1.5,1285266524
1,98,2.0,1476112906
1,58,3.5,1024728393
1,97,3.5,1693923753
1,1,4.0,848981315
1,21,1.5,823385768
2,52,2.5,1415482108
2,35,2.5,1024412270
2,9,5.0,937450977
2,28,3.0,886531638
2,73,4.0,906653261
2,92,1.0,960697760
2,41,4.0,1242209210
2,84,3.0,1202059153
2,64,2.0,1291483136
2,51,3.0,1382940182
2,83,4.5,801246052
2,59,3.5,911917394
2,19,3.5,1365485901
2,34,4.0,1614195000
2,18,3.5,908696634
2,32,2.0,958738994
2,96,2.5,1564258844
2,72,4.5,1071730232
2,69,5.0,1607069083
2,75,1.5,903176151
3,39,5.0,966222122
3,82,1.5,1440243657
3,65,2.5,1016334984
3,78,4.5,1599878228
3,26,4.0,1004902711
3,20,3.5,1217333118
3,48,5.0,1486719651
3,21,2.0,1344661229
3,70,2.5,1055105031
3,68,1.5,1151935014
3,1,0.5,1383687104
3,77,1.5,1025375021
3,42,0.5,1548956827
3,63,3.5,1034742773
3,3,1.0,822647806
3,15,4.5,865000900
3,47,3.0,1087931086
3,40,3.5,1018953422
3,31,3.0,1565612298
3,8,4.5,1402071254
3,99,3.0,1049834698
3,73,4.0,1655961703
3,11,2.5,890199957
3,97,1.0,1251756084
3,87,2.0,1230336111
3,9,2.5,1571757638
3,69,0.5,1490560883
3,17,5.0,894593787
3,79,1.0,1570831786
3,61,2.0,906245129
4,25,5.0,1598053196
4,69,4.5,967493592
4,58,2.5,1305773071
4,18,1.5,1219532129
4,55,4.5,965696162
4,24,2.0,1208130569
4,36,1.5,1630807793
4,60,4.0,1095202428
4,32,2.5,1573292509
4,10,5.0,1385670093
4,57,3.5,1311477854
4,71,1.0,1107506004
4,13,1.5,851714357
4,7,3.0,1371096068
4,84,1.0,1125649006
4,70,1.0,1416174318
4,2,2.5,1359210750
5,8,1.0,1494767460
5,66,3.0,1350252069
5,11,2.0,1068913432
5,24,1.5,1557923491
5,9,2.0,1074119812
5,77,2.5,1510140287
5,87,3.5,1279859549
5,31,2.0,1596226748
5,52,4.5,798920796
5,16,2.5,1393428217
5,73,5.0,867581496
5,32,3.0,1332107955
5,75,1.5,1163663782
5,6,4.5,1051216793
5,80,2.0,958297774
6,70,3.5,1072368953
6,91,3.0,1058557788
6,39,4.5,1697415344
6,79,0.5,1469976136
6,84,2.5,1086001532
6,68,0.5,1147072005
6,2,4.0,1473013677
6,86,5.0,962415727
6,71,4.0,1381280742
6,98,3.5,1391187564
6,85,0.5,869710872
6,14,5.0,1530895066
6,18,4.5,1374741518
6,34,0.5,1185361046
6,15,3.0,947932893
6,89,2.5,833831799
6,92,2.0,1643748215
6,20,5.0,831755193
6,35,4.5,1014486363
6,37,3.5,1505032702
6,78,1.0,1626561839
6,27,3.0,1225262799
6,44,5.0,1593663862
6,97,1.0,1043113171
7,23,1.5,1283165237
7,53,2.0,1669962629
7,4,4.0,1033297198
7,95,1.5,1497623638
7,43,1.5,1141386987
7,86,2.0,863458364
7,32,5.0,1088626582
7,35,2.0,1335888578
7,21,2.5,1694792675
7,90,3.0,818554252
7,14,1.0,1069396083
7,49,1.5,1073960737
7,5,0.5,1429481907
7,61,2.5,1571187702
7,29,4.0,1257492764
8,66,3.0,994905133
8,15,2.5,1196022543
8,50,3.5,975778833
8,74,3.5,1112060870
8,25,2.5,1684123988
8,33,0.5,1096989659
8,6,1.5,1632620518
8,91,3.0,1491903210
8,56,2.0,1263282521
8,1,2.5,1018378534
8,67,3.0,1641185293
8,69,4.5,1643643478
8,88,4.0,1496354006
8,86,1.0,1342380778
8,26,3.5,1453844627
8,47,2.0,1667693897
8,92,5.0,1041106635
8,9,3.5,1030124479
8,43,4.0,947138514
8,80,0.5,1051816076
8,41,5.0,1445268829
8,16,4.5,867117116
8,39,2.5,1465123831
8,65,3.0,1560236448
8,40,3.5,1319751845
8,53,2.5,947371921
8,42,3.5,794872097
8,52,4.5,1615749195
8,38,4.5,1624740950
9,29,4.5,1587412349
9,23,4.5,1272177126
9,90,1.5,1054390044
9,67,4.5,1086679192
9,60,4.0,1348659812
9,7,2.5,1045806694
9,72,1.5,872115517
9,32,3.5,1040703965
9,16,1.5,1132203929
9,59,4.5,875438002
9,18,1.0,1037233526
9,96,2.0,952991800
9,86,3.5,857883604
9,68,2.5,1144199584
9,94,3.0,1235352587
9,77,1.0,1683228483
9,41,2.5,1615480319
9,57,3.0,1535730523
9,79,0.5,1610969312
9,65,3.0,1301071489
9,55,0.5,1166616543
9,71,2.0,1207663374
9,58,4.5,1686275228
10,69,3.0,1500808969
10,96,0.5,1479065583
10,95,2.5,1284663335
10,70,1.5,1068259113
10,78,2.0,1016186903
10,29,2.5,1151306855
10,63,4.0,1196002073
10,98,2.0,1682190300
10,35,2.5,1685397172
10,56,1.0,809731041
10,94,4.0,844844888
10,4,5.0,1164685456
10,50,1.5,862596814
10,44,4.0,1488734632
10,86,0.5,822236606
10,52,5.0,1002980301
10,22,4.5,1456072483
10,60,1.0,924447141
10,17,2.5,911743132
10,80,3.0,1022956046
10,100,2.5,1064057975
10,89,4.0,969080621
10,51,3.0,1591997455
11,100,3.0,1680737897
11,21,3.5,898334091
11,40,3.5,1112740337
11,14,4.5,1433605460
11,75,4.0,1643860861
11,4,5.0,1629266705
11,74,0.5,1360949254
11,87,2.5,1186815855
11,49,1.0,1484212675
11,51,2.0,1239953039
11,92,4.0,902239896
11,26,2.5,1177814843
11,10,3.5,1678736096
12,91,2.0,1319675961
12,20,4.5,984167457
12,56,2.5,1169908801
12,23,4.0,1154354449
12,94,2.0,1429034962
12,67,3.5,1085559524
12,84,3.0,1343642687
12,35,5.0,880844617
12,79,1.5,1225317272
12,69,2.5,1602991498
12,62,1.5,1300119482
12,60,3.5,1315933793
12,98,2.5,807433213
12,76,1.0,1026855727
12,93,2.5,1050165328
12,42,2.0,1413358958
12,32,2.0,1383205457
12,12,3.0,1245799639
12,36,5.0,1379893523
12,58,2.0,1543603150
12,96,2.5,1118152329
12,89,1.5,918471665
12,73,3.5,1127735425
12,49,1.0,1364297944
13,25,1.5,804110089
13,28,3.5,924835819
13,95,1.5,847465265
13,62,3.0,1537764617
13,36,4.5,1473825725
13,93,4.5,1315995388
13,76,1.0,802088272
13,98,3.0,1292929528
13,68,2.5,1154748615
13,77,1.5,844083734
13,37,1.5,1301876213
13,13,1.0,859080376
13,38,2.5,868463525
13,30,3.0,1525989574
13,47,0.5,949118082
14,39,1.5,1381615561
14,11,1.0,791791438
14,32,2.5,1529125017
14,16,3.0,1101655684
14,72,0.5,1098268665
14,54,3.5,1543745539
14,78,4.5,865347084
14,77,3.5,1072981764
14,80,4.0,1460069322
14,29,3.0,1652105550
14,67,4.5,1245407894
14,49,1.0,1030305705
14,58,3.5,1074139094
14,57,4.0,865594131
14,100,1.0,1639996841
14,76,2.0,1593105631
14,55,4.0,1098811663
14,40,2.5,1292179008
14,73,3.5,1540251720
14,92,2.5,1081240521
14,8,3.0,1319126979
14,79,2.5,1431055377
14,13,0.5,1252805647
14,27,4.0,1437150991
14,28,1.5,886979899
14,34,1.5,1512940757
14,99,4.5,1406533739
14,21,3.0,811193663
15,74,2.0,1508468781
15,6,1.0,961602773
15,98,2.0,1533744834
15,97,2.5,1500362054
15,23,5.0,1662478279
15,61,4.0,828321647
15,67,2.5,1126628624
15,84,1.5,913388268
15,57,5.0,1222898062
15,36,4.5,1674677235
15,24,5.0,1495075858
15,75,4.5,1284961727
15,56,2.5,990333620
15,82,3.0,1457466427
15,63,4.0,1460445924
15,12,2.5,844336127
15,45,1.5,1378638501
15,53,1.0,1098187343
16,90,2.5,1306998374
16,63,5.0,1050622464
16,16,2.5,944226528
16,4,2.0,1432495192
16,81,3.0,935493116
16,78,4.5,1085536790
16,31,4.0,1234459433
16,91,2.0,1634723527
16,21,3.0,1669976692
16,40,0.5,1568509710
16,71,2.0,1419137979
16,2,3.0,1497524388
16,100,2.5,948471512
16,53,2.5,1308976004
16,12,2.0,1381535214
16,29,4.0,1193944613
16,15,2.5,1134424199
16,60,4.5,1537851639
16,98,1.5,1200130219
16,20,1.5,1621652939
16,64,2.5,1130557630
16,38,4.0,1546151068
16,66,4.5,1198262229
16,35,2.0,1501548853
17,20,3.5,1041001031
17,64,3.5,1097489254
17,5,5.0,1590752680
17,17,1.0,894620899
17,65,4.0,1544715420
17,76,4.5,1265314616
17,43,1.0,1110467649
17,13,4.5,838300825
17,57,2.0,849175960
17,93,2.0,1191400954
17,68,2.5,1051123399
17,59,3.0,1396579030
17,2,3.5,982253013
17,19,1.5,873710018
17,53,3.0,1199672214
17,84,3.5,1047507421
17,100,2.5,1415078604
17,10,1.0,1284074350
17,61,3.5,1282378464
17,34,1.5,799008812
17,44,4.5,1288480277
17,51,4.5,1516497547
17,11,3.0,868227012
17,94,2.5,1159966658
17,69,5.0,1110132826
17,49,3.5,1244516654
17,41,3.5,1279442112
17,63,4.5,1002826021
17,70,5.0,1307759105
17,98,1.0,1198405194
18,46,3.0,1575283712
18,74,1.0,1105790839
18,38,2.0,1235061448
18,90,1.5,930823900
18,98,4.0,1181754932
18,3,3.0,1081542415
18,85,4.0,1064837923
18,51,4.5,1306298566
18,36,5.0,1105824117
18,2,4.0,1152611135
18,73,4.0,1291785393
18,88,5.0,940055095
18,7,4.0,1031170328
18,78,4.5,1566540170
18,64,3.5,1215635740
18,37,5.0,1652837801
18,30,3.0,885880371
18,87,4.0,803863447
18,100,1.5,921620794
18,29,2.5,1511362371
18,25,4.0,1070412071
18,33,3.0,1671982250
18,18,3.5,1187785184
18,13,1.0,1039982759
18,6,2.5,1454151776
18,40,4.5,1391724985
18,57,2.0,1443989175
18,5,1.5,856797177
19,60,1.5,1266406937
19,90,5.0,1178349574
19,39,1.0,1525161979
19,84,2.0,1481295912
19,53,2.0,1216417587
19,15,1.5,920086399
19,18,5.0,1673886839
19,6,2.5,1500560914
19,5,1.5,1475568691
19,98,3.0,811850794
19,64,0.5,1147021128
19,95,1.5,924128137
19,13,4.0,1009256209
19,31,1.0,1610499873
19,69,3.0,1418542446
19,94,1.5,1039098827
19,50,2.0,947353489
19,59,4.0,1428848811
19,48,0.5,944275934
19,70,5.0,1368970335
19,54,1.5,976283257
19,76,1.0,816599628
19,20,1.0,1173578115
19,80,4.0,1044395513
19,88,3.0,805863211
19,63,1.5,845181420
19,96,1.0,1240921359
19,36,3.0,1589570398
19,92,1.0,1270250245
19,82,4.0,1340003457
20,14,3.5,1197911377
20,58,5.0,1358599465
20,65,2.0,1331749735
20,29,3.0,895410459
20,79,4.0,911769568
20,6,4.5,1487834841
20,94,4.5,1380910095
20,85,3.5,1019797656
20,67,2.5,1034261509
20,39,2.5,1677353027
20,59,2.5,1235583885
20,83,4.0,1124514637
20,4,2.5,1503072534
20,8,1.5,952813195
20,62,3.5,1298159668
20,52,1.0,1682026666
20,55,1.0,1252642280
20,100,1.0,1582194564
20,63,2.0,928628804
20,57,3.0,1418630482
20,10,5.0,1392021338
20,11,2.0,920163240
20,42,2.5,1503322343
20,19,4.5,1243043389
20,9,4.5,1563151409
20,17,0.5,1097758123
20,36,3.0,1166495620
20,71,1.0,1333748477
21,20,3.5,1386713167
21,85,0.5,1495259301
21,62,4.0,1076088208
21,29,0.5,1082340244
21,14,3.5,1120688176
21,45,4.5,1165826932
21,72,0.5,942733516
21,48,3.0,1219257318
21,15,1.0,1584527871
21,98,3.5,821836211
21,36,1.0,1358519848
21,74,1.5,1239710104
21,55,2.5,957935320
21,99,2.0,1563726170
21,80,2.0,1398367339
21,79,3.0,845406696
22,21,4.0,911129017
22,97,2.0,907985386
22,80,2.0,1517437468
22,7,3.0,1354709588
22,87,3.5,837684922
22,11,1.5,1432438676
22,35,0.5,1008416061
22,57,2.0,1015729157
22,85,4.0,1609429915
22,55,1.5,1141237096
22,63,1.0,1322981828
22,78,4.0,977569260
22,54,1.0,1360774341
22,28,3.5,1326071002
23,86,4.5,1050177474
23,46,2.5,1218898113
23,10,3.0,1213869650
23,51,4.5,1589720237
23,95,2.0,1146548111
23,6,4.0,870930131
23,56,3.0,911353572
23,3,3.0,997120915
23,59,4.5,1164057238
23,98,2.0,1668257761
23,41,3.5,947499152
23,74,1.5,946161684
23,55,1.5,975211558
23,89,3.0,1605193354
23,52,4.0,869828363
23,82,1.5,1618757716
23,54,3.5,1287084215
23,38,4.0,1604830273
23,15,3.0,1520279897
23,100,4.5,1395036838
23,93,3.5,1459493553
23,42,2.0,1462387960
23,22,2.0,1261110134
23,92,1.0,1263735690
23,47,3.5,1643970886
23,12,1.5,849232755
23,94,2.0,868580015
24,60,1.5,1438538468
24,58,2.5,950904242
24,5,5.0,1272663911
24,8,1.0,1688045303
24,48,2.0,1555908885
24,37,1.0,1482692081
24,10,1.5,1054931197
24,83,3.5,1260743956
24,12,3.0,1443691973
24,79,1.0,1189265167
24,77,4.5,1204903767
24,65,2.5,1152237356
24,50,3.5,845145443
24,75,4.0,1483957232
24,71,2.0,1142921158
24,95,1.0,1517322674
24,6,2.0,1059496814
24,74,4.0,1493898712
24,84,5.0,1436063468
25,43,2.0,1638958959
25,11,2.0,926135905
25,75,3.5,1679006314
25,85,5.0,1524876547
25,19,4.5,889262759
25,45,3.5,1243547525
25,40,3.0,808493293
25,84,2.0,982474235
25,90,5.0,1155850710
25,51,5.0,1311047827
25,17,1.5,936628079
25,77,1.0,1106522747
25,91,4.5,897517466
25,72,3.0,1368492836
26,5,5.0,1631129535
26,85,2.5,1685614577
26,44,1.5,1517244805
26,80,5.0,1262006262
26,17,2.5,1091468488
26,77,4.0,1328910349
26,49,3.0,962927039
26,20,4.0,1649263942
26,21,3.0,1057357308
26,24,0.5,1304948684
26,89,4.5,1384351990
26,97,4.5,1552779382
26,22,4.5,922790136
26,57,2.0,1608308858
26,6,1.0,1271371234
26,53,4.5,947132811
26,47,4.0,887395095
26,31,5.0,1027329894
26,87,4.0,1164282513
26,79,4.5,1234410566
26,37,0.5,1327944434
26,58,2.0,1203561108
26,30,5.0,1191477819
26,69,1.5,1131103672
26,83,4.5,1689977075
26,40,3.5,1148933675
27,18,4.5,1378192464
27,5,4.5,1442698428
27,37,3.0,908304381
27,61,4.0,1044082655
27,90,2.0,840188977
27,98,1.5,1474987596
27,91,4.0,1279740413
27,58,1.0,1687304992
27,79,4.5,1429662066
27,1,3.0,1467474850
27,11,3.0,1048697490
27,3,3.5,1101669315
27,33,2.5,1449065164
27,28,2.0,1401663901
28,24,2.0,1575907826
28,86,3.5,900226631
28,99,4.0,1578319415
28,11,4.0,932165863
28,68,0.5,1375196192
28,47,2.0,1479114940
28,9,1.5,1625516389
28,96,3.5,1535586926
28,70,2.5,984637904
28,65,4.0,856672084
28,91,3.5,1280348105
28,71,0.5,1005375082
28,3,0.5,1003097501
28,50,4.5,1127786827
28,61,4.5,1342307313
28,6,2.5,1664454011
28,82,3.0,1060911987
28,87,0.5,1483522527
28,48,1.5,1172216503
28,33,4.5,840247585
28,88,4.5,1145319818
28,46,1.5,1647205783
28,94,2.0,1218438510
29,50,3.0,1246457051
29,44,1.0,1265561396
29,24,2.0,834396904
29,64,4.0,1167476076
29,89,3.5,1255932208
29,97,1.5,1638761240
29,48,5.0,869493238
29,67,3.5,1225083313
29,35,2.0,1649088655
29,11,4.0,960702835
29,55,5.0,942226683
29,91,4.5,1517010777
29,56,4.0,826283509
29,78,1.0,1042316509
29,98,4.0,1182260601
29,70,2.0,1397992702
29,38,0.5,953671375
29,42,3.5,1187238510
29,14,2.0,1608274114
29,96,1.0,936767392
29,83,3.0,1216304205
29,84,2.0,1088159262
29,40,1.5,910732925
29,58,0.5,988685968
30,67,3.0,1110994428
30,50,4.5,1553217601
30,72,3.5,1540773102
30,16,3.5,1641143400
30,34,2.0,1029696002
30,96,1.0,1004719427
30,91,4.0,1043111940
30,58,4.0,817140660
30,28,2.0,1403396586
30,79,2.0,1651843604
30,37,5.0,928259192
30,89,3.5,881491570
30,63,1.0,1216439416
30,26,5.0,1560798818
30,97,2.5,1230006300
30,18,4.0,1672972345
30,10,3.0,923487004
30,93,5.0,1478624210
30,23,1.0,1289102988
30,57,3.5,1158838329
30,12,1.0,1679108059
30,41,4.0,1475891897
30,45,3.0,1613317652
30,9,5.0,1253438746
30,71,3.0,848417494
31,67,3.5,1380379870
31,20,1.5,1460031048
31,39,2.0,1361736075
31,22,1.0,1477173412
31,21,1.5,1412382839
31,42,1.0,1496227435
31,91,3.5,1438681355
31,29,2.0,1394098656
31,45,0.5,819384206
31,37,1.0,1477674099
31,11,4.0,1073090512
31,33,3.5,1612434352
31,26,3.0,1452607266
32,4,3.0,902932534
32,64,2.0,1289789506
32,81,1.0,1271668443
32,70,1.5,892869125
32,38,0.5,1201396136
32,83,4.5,1237887160
32,39,1.5,960394607
32,62,4.0,1409205133
32,32,3.5,992751212
32,88,4.0,1323926944
32,52,5.0,1290157319
32,94,2.5,1120211218
32,59,2.5,885607873
32,10,5.0,1331635259
32,8,2.5,1047398813
32,21,1.5,1167836622
32,57,0.5,1091022465
32,54,2.5,1693921319
32,93,3.5,1294207184
32,60,2.0,797698819
32,27,4.5,1251623571
32,44,1.0,1072894009
32,78,4.0,1609103355
32,19,2.5,837497055
32,41,2.5,1401253651
32,76,3.0,1178175338
32,45,3.0,867872513
32,90,2.0,1272482728
32,17,4.0,1089266189
32,48,4.0,1458118951
33,16,5.0,1582756519
33,17,4.5,1426425393
33,13,2.0,1678287354
33,51,3.0,1314887239
33,48,3.5,1110816071
33,44,2.5,806782198
33,72,2.0,1512412511
33,47,1.0,1236175109
33,19,3.0,1644427361
33,26,4.5,1527699642
33,78,3.5,1429845218
33,66,2.5,1492853844
33,52,4.0,1622316027
33,65,3.0,1033241079
33,6,3.5,1415471748
33,86,2.5,1351808582
33,5,3.5,1454354655
33,18,4.0,1197144665
33,43,1.0,1519843336
33,61,1.5,1403711041
33,67,5.0,906917818
33,59,1.5,1262479957
33,20,2.0,951516477
33,89,2.5,1007845425
33,83,2.5,1621038569
33,42,3.5,1295300905
33,41,4.5,1579017655
33,21,4.0,1546738786
33,97,1.0,1011549860
34,42,2.0,1163442958
34,85,3.0,1642978395
34,62,3.5,1097929889
34,68,1.0,1515436007
34,49,3.0,1212544392
34,41,4.0,1618989896
34,23,4.0,1100789567
34,59,0.5,1555721774
34,69,1.0,1263916131
34,44,3.5,1591367000
34,70,2.5,1005887266
34,46,4.0,1080044937
34,87,4.5,1536426642
34,83,1.5,906199549
34,34,3.5,1419022853
34,79,1.5,843427360
34,98,3.5,1359119861
34,25,1.5,1038924753
34,32,0.5,1232697363
34,36,2.0,1296158233
34,72,1.0,1616522154
34,39,1.0,1379854960
34,29,5.0,958506340
34,99,2.5,1299697000
34,37,2.5,1003082616
34,27,4.0,1097345414
34,63,2.0,1482446009
35,99,4.5,977670081
35,12,4.5,827938011
35,84,5.0,1215188074
35,74,4.0,988968985
35,30,4.5,1099731197
35,69,4.5,798868944
35,95,2.0,1436151683
35,93,1.0,1148667135
35,5,2.0,1477522357
35,23,3.0,1319252821
35,54,4.5,933014491
36,60,1.5,939899252
36,35,2.5,1055256929
36,25,0.5,1200778268
36,15,1.5,1598258442
36,43,1.5,1142850873
36,21,2.0,1565107602
36,94,3.0,1069758958
36,59,3.5,1532773009
36,83,1.5,1505948285
36,33,1.0,1118349202
36,24,1.0,1525584342
36,2,3.0,1544357011
36,44,4.0,1530112055
36,38,1.0,1105712615
36,73,2.0,1026053466
36,98,1.5,932336788
36,23,2.5,1277448024
36,79,4.0,1439325644
36,82,2.0,1542621517
36,52,3.0,1294466198
36,55,4.0,1650053962
36,66,3.5,1023436088
36,42,4.0,1519429968
36,12,4.0,1634351244
36,81,1.0,1268610387
36,13,3.0,1177381944
37,73,2.5,1519379852
37,15,1.5,1415068448
37,8,2.5,1336929761
37,71,2.5,848656892
37,65,2.5,1340014072
37,26,2.5,1394413431
37,74,1.0,1285393325
37,69,3.5,1119812947
37,20,4.0,1214065090
37,22,1.5,792156236
37,42,4.0,1409875392
37,67,1.0,1243860005
38,90,4.5,916299797
38,9,1.5,1365795306
38,70,2.5,925656288
38,8,4.0,1028030198
38,61,4.5,1600859871
38,5,0.5,1109283223
38,37,2.5,1561039674
38,53,3.0,1360077767
38,24,2.0,1035518312
38,99,1.5,1160604588
38,18,1.0,991297743
38,83,4.5,1567406934
38,94,4.0,823511472
